ID,Source,Topic,Summary,Learning Level,Direct Link,Leveling Rationale
1,PDF,Traditional AI vs Generative AI,"Traditional AI perceives/reasons/acts (pattern recognition, decision-making); GenAI generates new content (text, image, code).",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Definitional comparison
2,PDF,Four Layers of AI Evolution,AI → Machine Learning → Deep Learning → Generative AI; each layer builds on the previous.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Hierarchy/definitions
3,PDF,Tokenization: how GenAI works,"Model splits prompt into tokens, predicts next most likely token, repeats until done.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Mechanistic concept
4,PDF,Key mindset shift: probability engine,"GenAI predicts tokens, not concepts; your role shifts from creator to QA; hallucinations are a feature of how it works.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Conceptual reframing with implications
5,PDF,Input quality = output quality,Treat every prompt as an instruction set; specificity drives output quality.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Foundational principle
6,PDF,Zero-Shot Prompting,"Direct, single instruction with no examples or context. Best for general knowledge and quick answers.",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Definition + use
7,PDF,Few-Shot Prompting,"Provide context, examples, or prior info to shape responses. Should be ~80% of your prompting.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Applied technique
8,PDF,Retrieval-Augmented Generation (RAG),"Ground responses by providing a specific source URL, document, or data. Process: Query → Retrieve → Augment → Generate.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Advanced technique with process
9,PDF,Chain of Thought,Ask the AI to walk through each logical step in its reasoning before reaching a conclusion.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Technique for sequential tasks
10,PDF,Tree of Thought,Generate multiple distinct reasoning paths or options simultaneously for comparison.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Advanced strategic technique
11,PDF,Metaprompting,"Ask AI to identify what you haven't considered, improve your prompt, or stress-test your thinking.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Meta-cognitive technique
12,PDF,Hashtags (#) for prompt structure,"Use hashtag-prefixed labels (#Role, #Task, #Audience, #Format) to help the AI parse intent.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Structural pattern
13,PDF,Brackets ([ ]) for templates,"Use brackets to mark placeholders, optional parameters, or variables for repeatable templates.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Reusable pattern
14,PDF,Temperature parameter,Controls randomness/creativity. Low (0–0.3) = factual; high (0.7–1.0) = creative.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Parameter knowledge
15,PDF,Top P (Nucleus Sampling),Limits word-choice pool to most probable set; pair with temperature for coherence.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter tuning
16,PDF,Presence Penalty,Penalizes tokens already used regardless of count; increases word variety.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter
17,PDF,Frequency Penalty,Penalizes tokens by frequency of prior use; lower for structured/compliance content.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter
18,PDF,RTF Framework: Role–Task–Format,"Define who the AI should act as, the task, and the output format.",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Simple foundational framework
19,PDF,BAB Framework: Before–After–Bridge,"Describe current pain, desired future state, and the bridging solution.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Change-oriented framework
20,PDF,RODES: Role–Objective–Details–End–Sense Check,Five-part framework with built-in self-review for detailed deliverables.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Multi-part advanced framework
21,PDF,Onion Framework: peel away overwhelm,Categorize tasks into Core/Important/Surface/Noise/Remove to prioritize.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Prioritization framework
22,PDF,Gravity Framework: stress-test ideas,Use AI as 'intellectual gravity' to expose weak reasoning and blind spots before committing.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=6,Critical-thinking framework
23,PDF,Build your own framework,Identify recurring task → define essential inputs → sequence and name → test and refine.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=6,Synthesis/meta-skill
24,PDF,What is a system prompt,A persistent instruction set applied to every interaction in a session; shapes default tone and behavior.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Conceptual + applied
25,PDF,Why use system prompts,"Eliminates repeating context, maintains consistency, and keeps AI focused on your role.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Rationale/practice
26,PDF,How to build a system prompt (4 steps),Define Role & Voice → Set Boundaries → Clarify Style/Format → Include Persistence Rules.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Multi-step procedure
27,PDF,AI progression: prompts → agents,"Stages: Prompting → Structured Prompting → Tool Use → AI Agents (autonomous, multi-step).",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Conceptual progression
28,PDF,What makes an agent different,"Goal orientation, planning loop, tool access, memory/context, iteration & refinement.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Defining characteristics
29,PDF,When to use an agent vs a prompt,"Use agents for multi-step, dynamic, tool-using tasks; skip for single transformations or one-off content.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Decision rule
30,PDF,Agent risks & controls,"Risks: hallucinated tool calls, looping, security exposure, cost creep. Controls: human-in-the-loop, usage caps, logging, scope.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Risk management
31,PDF,Automation Journey (5 steps),Assess need → Quantify pain → Prioritize → Align stakeholders → Plan for resilience.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Multi-step methodology
32,PDF,Priority Matrix: feasibility × impact,"Score 1–5 on each axis; quick wins, strategic projects, fill-ins, avoid.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Decision framework
33,PDF,PACE Plan: Primary–Alternate–Contingency–Emergency,Four-tier resilience plan with hand-off triggers for each tier.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=10,Resilience framework
34,PDF,Quick Reference Cheat Sheet,One-page lookup matching technique → when to use → trigger phrase.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=10,Reference/recall
